dataset_id,title,description,publisher,issued,subject
http://www.theguardian.com/us-news/ng-interactive/2015/jun/01/the-counted-police-killings-us-database,The Counted,People Killed in the US,The Guardian,6/1/16,http://dbpedia.org/resource/Police_violence
